Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2006-09-28,24.56,24.56,24.56,24.56
2006-09-29,24.54,24.54,24.54,24.54
2006-10-02,24.54,24.54,24.54,24.54
2006-10-03,24.55,24.55,24.55,24.55
2006-10-04,24.6,24.6,24.6,24.6
2006-10-05,24.73,24.73,24.73,24.73
2006-10-06,24.75,24.75,24.75,24.75
2006-10-09,24.79,24.79,24.79,24.79
2006-10-10,24.95,24.95,24.95,24.95
2006-10-11,24.97,24.97,24.97,24.97
2006-10-12,25.04,25.04,25.04,25.04
2006-10-13,25.14,25.14,25.14,25.14
2006-10-16,25.17,25.17,25.17,25.17
2006-10-17,25.13,25.13,25.13,25.13
2006-10-18,25.18,25.18,25.18,25.18
2006-10-19,25.26,25.26,25.26,25.26
2006-10-20,25.33,25.33,25.33,25.33
2006-10-23,25.28,25.28,25.28,25.28
2006-10-24,25.31,25.31,25.31,25.31
2006-10-25,25.35,25.35,25.35,25.35
2006-10-26,25.47,25.47,25.47,25.47
2006-10-27,25.41,25.41,25.41,25.41
2006-10-30,25.27,25.27,25.27,25.27
2006-10-31,25.32,25.32,25.32,25.32
2006-11-02,25.32,25.32,25.32,25.32
2006-11-03,25.37,25.37,25.37,25.37
2006-11-06,25.5,25.5,25.5,25.5
2006-11-07,25.63,25.63,25.63,25.63
2006-11-08,25.63,25.63,25.63,25.63
2006-11-09,25.75,25.75,25.75,25.75
2006-11-10,25.66,25.66,25.66,25.66
2006-11-13,25.57,25.57,25.57,25.57
2006-11-14,25.59,25.59,25.59,25.59
2006-11-15,25.49,25.49,25.49,25.49
2006-11-16,25.51,25.51,25.51,25.51
2006-11-17,25.5,25.5,25.5,25.5
2006-11-20,25.53,25.53,25.53,25.53
2006-11-21,25.62,25.62,25.62,25.62
2006-11-22,25.76,25.76,25.76,25.76
2006-11-23,25.77,25.77,25.77,25.77
2006-11-24,25.76,25.76,25.76,25.76
2006-11-27,25.8,25.8,25.8,25.8
2006-11-28,25.76,25.76,25.76,25.76
2006-11-29,25.91,25.91,25.91,25.91
2006-11-30,26,26,26,26
2006-12-01,26.09,26.09,26.09,26.09
2006-12-04,26.21,26.21,26.21,26.21
2006-12-05,26.33,26.33,26.33,26.33
2006-12-06,26.38,26.38,26.38,26.38
2006-12-07,26.41,26.41,26.41,26.41
2006-12-08,26.37,26.37,26.37,26.37
2006-12-11,26.37,26.37,26.37,26.37
2006-12-12,26.34,26.34,26.34,26.34
2006-12-13,26.39,26.39,26.39,26.39
2006-12-14,26.39,26.39,26.39,26.39
2006-12-15,26.27,26.27,26.27,26.27
2006-12-18,26.35,26.35,26.35,26.35
2006-12-19,26.25,26.25,26.25,26.25
2006-12-20,26.13,26.13,26.13,26.13
2006-12-21,26.05,26.05,26.05,26.05
2006-12-22,26.04,26.04,26.04,26.04
2006-12-27,26.12,26.12,26.12,26.12
2006-12-28,26.09,26.09,26.09,26.09
2006-12-29,26.07,26.07,26.07,26.07
2007-01-02,26.23,26.23,26.23,26.23
2007-01-03,26.3,26.3,26.3,26.3
2007-01-04,26.19,26.19,26.19,26.19
2007-01-05,26.07,26.07,26.07,26.07
2007-01-08,26.01,26.01,26.01,26.01
2007-01-09,26.1,26.1,26.1,26.1
2007-01-10,26.03,26.03,26.03,26.03
2007-01-11,26.12,26.12,26.12,26.12
2007-01-12,26.28,26.28,26.28,26.28
2007-01-16,26.52,26.52,26.52,26.52
2007-01-17,26.57,26.57,26.57,26.57
2007-01-18,26.82,26.82,26.82,26.82
2007-01-19,26.87,26.87,26.87,26.87
2007-01-22,26.93,26.93,26.93,26.93
2007-01-23,26.77,26.77,26.77,26.77
2007-01-24,26.87,26.87,26.87,26.87
2007-01-25,26.89,26.89,26.89,26.89
2007-01-26,26.78,26.78,26.78,26.78
2007-01-29,26.93,26.93,26.93,26.93
2007-01-30,26.88,26.88,26.88,26.88
2007-01-31,27,27,27,27
2007-02-01,27.15,27.15,27.15,27.15
2007-02-02,27.18,27.18,27.18,27.18
2007-02-05,27.16,27.16,27.16,27.16
2007-02-06,27.16,27.16,27.16,27.16
2007-02-07,27.08,27.08,27.08,27.08
2007-02-08,26.9,26.9,26.9,26.9
2007-02-09,26.88,26.88,26.88,26.88
2007-02-12,26.78,26.78,26.78,26.78
2007-02-13,26.85,26.85,26.85,26.85
2007-02-14,26.96,26.96,26.96,26.96
2007-02-15,26.97,26.97,26.97,26.97
2007-02-16,26.91,26.91,26.91,26.91
2007-02-19,27.04,27.04,27.04,27.04
2007-02-20,27.01,27.01,27.01,27.01
2007-02-21,27.1,27.1,27.1,27.1
2007-02-22,27.16,27.16,27.16,27.16
2007-02-23,27.17,27.17,27.17,27.17
2007-02-26,27.16,27.16,27.16,27.16
2007-02-27,26.82,26.82,26.82,26.82
2007-02-28,26.55,26.55,26.55,26.55
2007-03-01,26.54,26.54,26.54,26.54
2007-03-02,26.5,26.5,26.5,26.5
2007-03-05,26.24,26.24,26.24,26.24
2007-03-06,26.5,26.5,26.5,26.5
2007-03-07,26.51,26.51,26.51,26.51
2007-03-08,26.66,26.66,26.66,26.66
2007-03-09,26.74,26.74,26.74,26.74
2007-03-12,26.77,26.77,26.77,26.77
2007-03-13,26.72,26.72,26.72,26.72
2007-03-14,26.55,26.55,26.55,26.55
2007-03-15,26.74,26.74,26.74,26.74
2007-03-16,26.82,26.82,26.82,26.82
2007-03-19,26.99,26.99,26.99,26.99
2007-03-20,27,27,27,27
2007-03-21,27.11,27.11,27.11,27.11
2007-03-22,27.33,27.33,27.33,27.33
2007-03-26,27.37,27.37,27.37,27.37
2007-03-27,27.37,27.37,27.37,27.37
2007-03-28,27.28,27.28,27.28,27.28
2007-03-29,27.37,27.37,27.37,27.37
2007-03-30,27.47,27.47,27.47,27.47
2007-04-02,27.35,27.35,27.35,27.35
2007-04-03,27.43,27.43,27.43,27.43
2007-04-04,27.56,27.56,27.56,27.56
2007-04-05,27.58,27.58,27.58,27.58
2007-04-10,27.69,27.69,27.69,27.69
2007-04-11,27.8,27.8,27.8,27.8
2007-04-12,27.68,27.68,27.68,27.68
2007-04-13,27.72,27.72,27.72,27.72
2007-04-16,27.79,27.79,27.79,27.79
2007-04-17,27.71,27.71,27.71,27.71
2007-04-18,27.86,27.86,27.86,27.86
2007-04-19,27.76,27.76,27.76,27.76
2007-04-20,27.93,27.93,27.93,27.93
2007-04-23,28.03,28.03,28.03,28.03
2007-04-24,27.96,27.96,27.96,27.96
2007-04-25,27.9,27.9,27.9,27.9
2007-04-26,27.94,27.94,27.94,27.94
2007-04-27,27.87,27.87,27.87,27.87
2007-04-30,27.91,27.91,27.91,27.91
2007-05-02,28.05,28.05,28.05,28.05
2007-05-04,28.22,28.22,28.22,28.22
2007-05-07,28.25,28.25,28.25,28.25
2007-05-08,28.16,28.16,28.16,28.16
2007-05-09,28.03,28.03,28.03,28.03
2007-05-10,27.92,27.92,27.92,27.92
2007-05-11,27.77,27.77,27.77,27.77
2007-05-14,28.1,28.1,28.1,28.1
2007-05-15,28.02,28.02,28.02,28.02
2007-05-16,27.95,27.95,27.95,27.95
2007-05-17,28.02,28.02,28.02,28.02
2007-05-18,28.05,28.05,28.05,28.05
2007-05-21,28.22,28.22,28.22,28.22
2007-05-22,28.35,28.35,28.35,28.35
2007-05-23,28.33,28.33,28.33,28.33
2007-05-24,28.34,28.34,28.34,28.34
2007-05-25,28.36,28.36,28.36,28.36
2007-05-28,28.53,28.53,28.53,28.53
2007-05-29,28.6,28.6,28.6,28.6
2007-05-30,28.52,28.52,28.52,28.52
2007-05-31,28.76,28.76,28.76,28.76
2007-06-01,28.85,28.85,28.85,28.85
2007-06-04,28.92,28.92,28.92,28.92
2007-06-05,28.93,28.93,28.93,28.93
2007-06-06,28.74,28.74,28.74,28.74
2007-06-08,28.52,28.52,28.52,28.52
2007-06-11,28.77,28.77,28.77,28.77
2007-06-12,28.73,28.73,28.73,28.73
2007-06-13,28.69,28.69,28.69,28.69
2007-06-14,28.89,28.89,28.89,28.89
2007-06-15,28.99,28.99,28.99,28.99
2007-06-18,29.02,29.02,29.02,29.02
2007-06-19,28.95,28.95,28.95,28.95
2007-06-20,28.94,28.94,28.94,28.94
2007-06-21,28.88,28.88,28.88,28.88
2007-06-22,28.93,28.93,28.93,28.93
2007-06-25,28.93,28.93,28.93,28.93
2007-06-26,29.06,29.06,29.06,29.06
2007-06-27,29.02,29.02,29.02,29.02
2007-06-28,29.03,29.03,29.03,29.03
2007-06-29,29.04,29.04,29.04,29.04
2007-07-02,28.98,28.98,28.98,28.98
2007-07-03,29.11,29.11,29.11,29.11
2007-07-04,29.2,29.2,29.2,29.2
2007-07-05,29.19,29.19,29.19,29.19
2007-07-06,29.27,29.27,29.27,29.27
2007-07-09,29.27,29.27,29.27,29.27
2007-07-10,29.09,29.09,29.09,29.09
2007-07-11,29.02,29.02,29.02,29.02
2007-07-12,28.98,28.98,28.98,28.98
2007-07-13,29.1,29.1,29.1,29.1
2007-07-16,28.95,28.95,28.95,28.95
2007-07-17,28.83,28.83,28.83,28.83
2007-07-18,28.9,28.9,28.9,28.9
2007-07-19,29,29,29,29
2007-07-20,28.98,28.98,28.98,28.98
2007-07-23,28.98,28.98,28.98,28.98
2007-07-24,29.01,29.01,29.01,29.01
2007-07-25,28.84,28.84,28.84,28.84
2007-07-26,28.75,28.75,28.75,28.75
2007-07-27,28.47,28.47,28.47,28.47
2007-07-30,28.5,28.5,28.5,28.5
2007-07-31,28.63,28.63,28.63,28.63
2007-08-01,28.41,28.41,28.41,28.41
2007-08-02,28.52,28.52,28.52,28.52
2007-08-03,28.45,28.45,28.45,28.45
2007-08-06,28.29,28.29,28.29,28.29
2007-08-07,28.41,28.41,28.41,28.41
2007-08-08,28.4,28.4,28.4,28.4
2007-08-09,28.29,28.29,28.29,28.29
2007-08-10,27.94,27.94,27.94,27.94
2007-08-13,28.06,28.06,28.06,28.06
2007-08-14,28.05,28.05,28.05,28.05
2007-08-16,27.51,27.51,27.51,27.51
2007-08-21,27.5,27.5,27.5,27.5
2007-08-22,27.78,27.78,27.78,27.78
2007-08-23,28.07,28.07,28.07,28.07
2007-08-24,28.1,28.1,28.1,28.1
2007-08-27,28.3,28.3,28.3,28.3
2007-08-28,28.19,28.19,28.19,28.19
2007-08-29,28.09,28.09,28.09,28.09
2007-08-30,28.18,28.18,28.18,28.18
2007-08-31,28.31,28.31,28.31,28.31
2007-09-03,28.4,28.4,28.4,28.4
2007-09-04,28.4,28.4,28.4,28.4
2007-09-05,28.41,28.41,28.41,28.41
2007-09-06,28.31,28.31,28.31,28.31
2007-09-07,28.2,28.2,28.2,28.2
2007-09-10,28.03,28.03,28.03,28.03
2007-09-11,28.05,28.05,28.05,28.05
2007-09-12,28.14,28.14,28.14,28.14
2007-09-13,28.31,28.31,28.31,28.31
2007-09-14,28.3,28.3,28.3,28.3
2007-09-17,28.28,28.28,28.28,28.28
2007-09-18,28.34,28.34,28.34,28.34
2007-09-19,28.69,28.69,28.69,28.69
2007-09-20,28.73,28.73,28.73,28.73
2007-09-21,28.68,28.68,28.68,28.68
2007-09-24,28.61,28.61,28.61,28.61
2007-09-25,28.45,28.45,28.45,28.45
2007-09-26,28.49,28.49,28.49,28.49
2007-09-27,28.55,28.55,28.55,28.55
2007-09-28,28.39,28.39,28.39,28.39
2007-10-01,28.26,28.26,28.26,28.26
2007-10-02,28.44,28.44,28.44,28.44
2007-10-03,28.46,28.46,28.46,28.46
2007-10-04,28.47,28.47,28.47,28.47
2007-10-05,28.53,28.53,28.53,28.53
2007-10-08,28.59,28.59,28.59,28.59
2007-10-09,28.79,28.79,28.79,28.79
2007-10-10,28.87,28.87,28.87,28.87
2007-10-11,28.94,28.94,28.94,28.94
2007-10-12,28.92,28.92,28.92,28.92
2007-10-15,28.99,28.99,28.99,28.99
2007-10-16,28.85,28.85,28.85,28.85
2007-10-17,28.84,28.84,28.84,28.84
2007-10-18,28.73,28.73,28.73,28.73
2007-10-19,28.77,28.77,28.77,28.77
2007-10-22,28.7,28.7,28.7,28.7
2007-10-23,28.91,28.91,28.91,28.91
2007-10-24,28.88,28.88,28.88,28.88
2007-10-25,28.93,28.93,28.93,28.93
2007-10-26,28.84,28.84,28.84,28.84
2007-10-29,28.91,28.91,28.91,28.91
2007-10-30,28.82,28.82,28.82,28.82
2007-10-31,28.8,28.8,28.8,28.8
2007-11-02,28.64,28.64,28.64,28.64
2007-11-05,28.49,28.49,28.49,28.49
2007-11-06,28.5,28.5,28.5,28.5
2007-11-07,28.23,28.23,28.23,28.23
2007-11-08,27.99,27.99,27.99,27.99
2007-11-09,27.9,27.9,27.9,27.9
2007-11-12,27.76,27.76,27.76,27.76
2007-11-13,27.76,27.76,27.76,27.76
2007-11-14,27.81,27.81,27.81,27.81
2007-11-15,27.48,27.48,27.48,27.48
2007-11-16,27.35,27.35,27.35,27.35
2007-11-19,27.44,27.44,27.44,27.44
2007-11-20,27.4,27.4,27.4,27.4
2007-11-21,27.34,27.34,27.34,27.34
2007-11-22,27.39,27.39,27.39,27.39
2007-11-23,27.57,27.57,27.57,27.57
2007-11-26,27.49,27.49,27.49,27.49
2007-11-27,27.35,27.35,27.35,27.35
2007-11-28,27.44,27.44,27.44,27.44
2007-11-29,27.67,27.67,27.67,27.67
2007-11-30,27.7,27.7,27.7,27.7
2007-12-03,27.63,27.63,27.63,27.63
2007-12-06,28,28,28,28
2007-12-07,27.97,27.97,27.97,27.97
2007-12-10,28.06,28.06,28.06,28.06
2007-12-11,27.98,27.98,27.98,27.98
2007-12-12,27.92,27.92,27.92,27.92
2007-12-13,27.88,27.88,27.88,27.88
2007-12-14,27.71,27.71,27.71,27.71
2007-12-18,27.4,27.4,27.4,27.4
2007-12-19,27.38,27.38,27.38,27.38
2007-12-21,27.54,27.54,27.54,27.54
2007-12-28,27.61,27.61,27.61,27.61
2008-01-02,27.54,27.54,27.54,27.54
2008-01-03,27.46,27.46,27.46,27.46
2008-01-04,27.48,27.48,27.48,27.48
2008-01-07,27.25,27.25,27.25,27.25
2008-01-08,27.22,27.22,27.22,27.22
2008-01-09,27.04,27.04,27.04,27.04
2008-01-10,26.86,26.86,26.86,26.86
2008-01-11,26.74,26.74,26.74,26.74
2008-01-14,26.48,26.48,26.48,26.48
2008-01-15,26.41,26.41,26.41,26.41
2008-01-16,25.99,25.99,25.99,25.99
2008-01-17,26.04,26.04,26.04,26.04
2008-01-18,26.07,26.07,26.07,26.07
2008-01-21,25.9,25.9,25.9,25.9
2008-01-23,25.92,25.92,25.92,25.92
2008-01-24,26.18,26.18,26.18,26.18
2008-01-28,26.11,26.11,26.11,26.11
2008-01-29,26.32,26.32,26.32,26.32
2008-01-30,26.42,26.42,26.42,26.42
2008-01-31,26.36,26.36,26.36,26.36
2008-02-01,26.52,26.52,26.52,26.52
2008-02-04,26.67,26.67,26.67,26.67
2008-02-05,26.49,26.49,26.49,26.49
2008-02-06,26.27,26.27,26.27,26.27
2008-02-07,26.23,26.23,26.23,26.23
2008-02-08,26.22,26.22,26.22,26.22
2008-02-11,26.34,26.34,26.34,26.34
2008-02-12,26.47,26.47,26.47,26.47
2008-02-13,26.6,26.6,26.6,26.6
2008-02-14,26.67,26.67,26.67,26.67
2008-02-15,26.51,26.51,26.51,26.51
2008-02-18,26.59,26.59,26.59,26.59
2008-02-19,26.62,26.62,26.62,26.62
2008-02-20,26.5,26.5,26.5,26.5
2008-02-21,26.54,26.54,26.54,26.54
2008-02-22,26.47,26.47,26.47,26.47
2008-02-25,26.49,26.49,26.49,26.49
2008-02-26,26.49,26.49,26.49,26.49
2008-02-27,26.38,26.38,26.38,26.38
2008-02-28,26.3,26.3,26.3,26.3
2008-02-29,26.16,26.16,26.16,26.16
2008-03-03,25.94,25.94,25.94,25.94
2008-03-04,25.9,25.9,25.9,25.9
2008-03-05,25.97,25.97,25.97,25.97
2008-03-06,25.94,25.94,25.94,25.94
2008-03-07,25.78,25.78,25.78,25.78
2008-03-10,25.92,25.92,25.92,25.92
2008-03-11,26.03,26.03,26.03,26.03
2008-03-12,26.15,26.15,26.15,26.15
2008-03-13,26,26,26,26
2008-03-14,26.04,26.04,26.04,26.04
2008-03-17,25.77,25.77,25.77,25.77
2008-03-18,25.92,25.92,25.92,25.92
2008-03-19,26.04,26.04,26.04,26.04
2008-03-20,26.06,26.06,26.06,26.06
2008-03-25,26.26,26.26,26.26,26.26
2008-03-26,26.27,26.27,26.27,26.27
2008-03-27,26.38,26.38,26.38,26.38
2008-03-31,26.32,26.32,26.32,26.32
2008-04-01,26.43,26.43,26.43,26.43
2008-04-02,26.47,26.47,26.47,26.47
2008-04-03,26.38,26.38,26.38,26.38
2008-04-04,26.39,26.39,26.39,26.39
2008-04-07,26.52,26.52,26.52,26.52
2008-04-08,26.42,26.42,26.42,26.42
2008-04-09,26.42,26.42,26.42,26.42
2008-04-10,26.4,26.4,26.4,26.4
2008-04-11,26.32,26.32,26.32,26.32
2008-04-14,26.16,26.16,26.16,26.16
2008-04-15,26.18,26.18,26.18,26.18
2008-04-16,26.22,26.22,26.22,26.22
2008-04-17,26.21,26.21,26.21,26.21
2008-04-18,26.29,26.29,26.29,26.29
2008-04-21,26.26,26.26,26.26,26.26
2008-04-22,26.11,26.11,26.11,26.11
2008-04-23,25.98,25.98,25.98,25.98
2008-04-24,26,26,26,26
2008-04-25,26.09,26.09,26.09,26.09
2008-04-28,26.18,26.18,26.18,26.18
2008-04-29,26.14,26.14,26.14,26.14
2008-04-30,26.14,26.14,26.14,26.14
2008-05-05,26.3,26.3,26.3,26.3
2008-05-06,26.37,26.37,26.37,26.37
2008-05-07,26.47,26.47,26.47,26.47
2008-05-08,26.42,26.42,26.42,26.42
2008-05-09,26.38,26.38,26.38,26.38
2008-05-12,26.45,26.45,26.45,26.45
2008-05-13,26.46,26.46,26.46,26.46
2008-05-14,26.49,26.49,26.49,26.49
2008-05-15,26.4,26.4,26.4,26.4
2008-05-16,26.39,26.39,26.39,26.39
2008-05-19,26.31,26.31,26.31,26.31
2008-05-20,26.25,26.25,26.25,26.25
2008-05-21,26.22,26.22,26.22,26.22
2008-05-23,26.13,26.13,26.13,26.13
2008-05-26,26.15,26.15,26.15,26.15
2008-05-27,26.18,26.18,26.18,26.18
2008-05-29,26.15,26.15,26.15,26.15
2008-05-30,26.11,26.11,26.11,26.11
2008-06-02,26.06,26.06,26.06,26.06
2008-06-03,26.08,26.08,26.08,26.08
2008-06-05,25.96,25.96,25.96,25.96
2008-06-06,25.99,25.99,25.99,25.99
2008-06-09,25.77,25.77,25.77,25.77
2008-06-10,25.6,25.6,25.6,25.6
2008-06-11,25.47,25.47,25.47,25.47
2008-06-12,25.42,25.42,25.42,25.42
2008-06-13,25.47,25.47,25.47,25.47
2008-06-16,25.54,25.54,25.54,25.54
2008-06-17,25.56,25.56,25.56,25.56
2008-06-18,25.47,25.47,25.47,25.47
2008-06-19,25.44,25.44,25.44,25.44
2008-06-20,25.47,25.47,25.47,25.47
2008-06-23,25.38,25.38,25.38,25.38
2008-06-24,25.32,25.32,25.32,25.32
2008-06-25,25.33,25.33,25.33,25.33
2008-06-26,25.33,25.33,25.33,25.33
2008-06-27,25.2,25.2,25.2,25.2
2008-06-30,25.16,25.16,25.16,25.16
2008-07-01,25.07,25.07,25.07,25.07
2008-07-02,25.01,25.01,25.01,25.01
2008-07-03,24.92,24.92,24.92,24.92
2008-07-04,24.88,24.88,24.88,24.88
2008-07-07,24.86,24.86,24.86,24.86
2008-07-08,24.84,24.84,24.84,24.84
2008-07-09,24.97,24.97,24.97,24.97
2008-07-10,24.95,24.95,24.95,24.95
2008-07-11,24.83,24.83,24.83,24.83
2008-07-14,24.82,24.82,24.82,24.82
2008-07-15,24.64,24.64,24.64,24.64
2008-07-16,24.62,24.62,24.62,24.62
2008-07-17,24.77,24.77,24.77,24.77
2008-07-18,24.83,24.83,24.83,24.83
2008-07-21,24.93,24.93,24.93,24.93
2008-07-22,24.96,24.96,24.96,24.96
2008-07-23,25.11,25.11,25.11,25.11
2008-07-24,25.17,25.17,25.17,25.17
2008-07-25,25.14,25.14,25.14,25.14
2008-07-28,25.24,25.24,25.24,25.24
2008-07-29,25.24,25.24,25.24,25.24
2008-07-30,25.43,25.43,25.43,25.43
2008-07-31,25.51,25.51,25.51,25.51
2008-08-01,25.47,25.47,25.47,25.47
2008-08-04,25.44,25.44,25.44,25.44
2008-08-05,25.52,25.52,25.52,25.52
2008-08-06,25.5,25.5,25.5,25.5
2008-08-07,25.4,25.4,25.4,25.4
2008-08-08,25.32,25.32,25.32,25.32
2008-08-11,25.4,25.4,25.4,25.4
2008-08-12,25.45,25.45,25.45,25.45
2008-08-13,25.46,25.46,25.46,25.46
2008-08-14,25.46,25.46,25.46,25.46
2008-08-18,25.46,25.46,25.46,25.46
2008-08-19,25.37,25.37,25.37,25.37
2008-08-20,25.33,25.33,25.33,25.33
2008-08-21,25.34,25.34,25.34,25.34
2008-08-22,25.4,25.4,25.4,25.4
2008-08-25,25.46,25.46,25.46,25.46
2008-08-26,25.38,25.38,25.38,25.38
2008-08-27,25.3,25.3,25.3,25.3
2008-08-28,25.29,25.29,25.29,25.29
2008-08-29,25.41,25.41,25.41,25.41
2008-09-01,25.44,25.44,25.44,25.44
2008-09-02,25.56,25.56,25.56,25.56
2008-09-03,25.63,25.63,25.63,25.63
2008-09-04,25.67,25.67,25.67,25.67
2008-09-05,25.5,25.5,25.5,25.5
2008-09-08,25.58,25.58,25.58,25.58
2008-09-09,25.55,25.55,25.55,25.55
2008-09-10,25.47,25.47,25.47,25.47
2008-09-11,25.38,25.38,25.38,25.38
2008-09-12,25.39,25.39,25.39,25.39
2008-09-15,25.15,25.15,25.15,25.15
2008-09-16,25.01,25.01,25.01,25.01
2008-09-17,24.95,24.95,24.95,24.95
2008-09-18,24.91,24.91,24.91,24.91
2008-09-19,25.2,25.2,25.2,25.2
2008-09-22,25.24,25.24,25.24,25.24
2008-09-23,25.09,25.09,25.09,25.09
2008-09-24,25.08,25.08,25.08,25.08
2008-09-25,25.19,25.19,25.19,25.19
2008-09-26,25.25,25.25,25.25,25.25
2008-09-29,25.11,25.11,25.11,25.11
2008-09-30,24.99,24.99,24.99,24.99
2008-10-01,25.24,25.24,25.24,25.24
2008-10-02,25.16,25.16,25.16,25.16
2008-10-03,25.03,25.03,25.03,25.03
2008-10-06,24.76,24.76,24.76,24.76
2008-10-07,24.61,24.61,24.61,24.61
2008-10-08,24.43,24.43,24.43,24.43
2008-10-09,24.52,24.52,24.52,24.52
2008-10-10,23.91,23.91,23.91,23.91
2008-10-13,24.05,24.05,24.05,24.05
2008-10-14,24.31,24.31,24.31,24.31
2008-10-15,23.99,23.99,23.99,23.99
2008-10-16,23.65,23.65,23.65,23.65
2008-10-17,23.38,23.38,23.38,23.38
2008-10-20,23.38,23.38,23.38,23.38
2008-10-21,23.37,23.37,23.37,23.37
2008-10-22,22.87,22.87,22.87,22.87
2008-10-23,22.52,22.52,22.52,22.52
2008-10-24,22.33,22.33,22.33,22.33
2008-10-27,22.31,22.31,22.31,22.31
2008-10-28,22.65,22.65,22.65,22.65
2008-10-29,22.99,22.99,22.99,22.99
2008-10-30,23.14,23.14,23.14,23.14
2008-10-31,23.11,23.11,23.11,23.11
2008-11-03,23.25,23.25,23.25,23.25
2008-11-04,23.42,23.42,23.42,23.42
2008-11-05,23.5,23.5,23.5,23.5
2008-11-06,23.38,23.38,23.38,23.38
2008-11-10,23.53,23.53,23.53,23.53
2008-11-12,23.18,23.18,23.18,23.18
2008-11-13,23.02,23.02,23.02,23.02
2008-11-14,23.17,23.17,23.17,23.17
2008-11-17,23.09,23.09,23.09,23.09
2008-11-18,22.93,22.93,22.93,22.93
2008-11-19,22.92,22.92,22.92,22.92
2008-11-20,22.74,22.74,22.74,22.74
2008-11-21,22.84,22.84,22.84,22.84
2008-11-24,23.14,23.14,23.14,23.14
2008-11-25,23.4,23.4,23.4,23.4
2008-11-26,23.48,23.48,23.48,23.48
2008-11-27,23.57,23.57,23.57,23.57
2008-11-28,23.52,23.52,23.52,23.52
2008-12-01,23.42,23.42,23.42,23.42
2008-12-02,23.42,23.42,23.42,23.42
2008-12-03,23.46,23.46,23.46,23.46
2008-12-04,23.59,23.59,23.59,23.59
2008-12-05,23.65,23.65,23.65,23.65
2008-12-09,23.93,23.93,23.93,23.93
2008-12-10,23.89,23.89,23.89,23.89
2008-12-11,23.86,23.86,23.86,23.86
2008-12-12,23.74,23.74,23.74,23.74
2008-12-15,23.81,23.81,23.81,23.81
2008-12-16,23.89,23.89,23.89,23.89
2008-12-17,23.87,23.87,23.87,23.87
2008-12-18,23.81,23.81,23.81,23.81
2008-12-19,23.81,23.81,23.81,23.81
2008-12-22,23.74,23.74,23.74,23.74
2008-12-23,23.81,23.81,23.81,23.81
2008-12-29,23.9,23.9,23.9,23.9
2008-12-30,23.97,23.97,23.97,23.97
2009-01-05,24.17,24.17,24.17,24.17
2009-01-06,24.28,24.28,24.28,24.28
2009-01-07,24.28,24.28,24.28,24.28
2009-01-08,24.2,24.2,24.2,24.2
2009-01-09,24.15,24.15,24.15,24.15
2009-01-12,24.11,24.11,24.11,24.11
2009-01-13,24.02,24.02,24.02,24.02
2009-01-14,24.02,24.02,24.02,24.02
2009-01-15,23.81,23.81,23.81,23.81
2009-01-16,23.91,23.91,23.91,23.91
2009-01-19,23.84,23.84,23.84,23.84
2009-01-20,23.75,23.75,23.75,23.75
2009-01-21,23.61,23.61,23.61,23.61
2009-01-22,23.57,23.57,23.57,23.57
2009-01-23,23.41,23.41,23.41,23.41
2009-01-26,23.55,23.55,23.55,23.55
2009-01-27,23.61,23.61,23.61,23.61
2009-01-28,23.61,23.61,23.61,23.61
2009-01-29,23.51,23.51,23.51,23.51
2009-01-30,23.46,23.46,23.46,23.46
2009-02-02,23.35,23.35,23.35,23.35
2009-02-03,23.23,23.23,23.23,23.23
2009-02-04,23.13,23.13,23.13,23.13
2009-02-05,23.12,23.12,23.12,23.12
2009-02-06,23.26,23.26,23.26,23.26
2009-02-09,23.38,23.38,23.38,23.38
2009-02-10,23.44,23.44,23.44,23.44
2009-02-11,23.32,23.32,23.32,23.32
2009-02-12,23.14,23.14,23.14,23.14
2009-02-13,23.15,23.15,23.15,23.15
2009-02-16,22.97,22.97,22.97,22.97
2009-02-17,22.63,22.63,22.63,22.63
2009-02-18,22.46,22.46,22.46,22.46
2009-02-19,22.71,22.71,22.71,22.71
2009-02-20,22.61,22.61,22.61,22.61
2009-02-23,22.73,22.73,22.73,22.73
2009-02-24,22.62,22.62,22.62,22.62
2009-02-25,22.76,22.76,22.76,22.76
2009-02-26,22.68,22.68,22.68,22.68
2009-02-27,22.71,22.71,22.71,22.71
2009-03-02,22.64,22.64,22.64,22.64
2009-03-03,22.7,22.7,22.7,22.7
2009-03-04,22.83,22.83,22.83,22.83
2009-03-05,22.88,22.88,22.88,22.88
2009-03-06,22.88,22.88,22.88,22.88
2009-03-09,22.85,22.85,22.85,22.85
2009-03-10,22.95,22.95,22.95,22.95
2009-03-11,23.06,23.06,23.06,23.06
2009-03-12,23.05,23.05,23.05,23.05
2009-03-13,23.15,23.15,23.15,23.15
2009-03-16,23.17,23.17,23.17,23.17
2009-03-17,23.08,23.08,23.08,23.08
2009-03-18,22.97,22.97,22.97,22.97
2009-03-19,23.02,23.02,23.02,23.02
2009-03-20,23.1,23.1,23.1,23.1
2009-03-23,23.29,23.29,23.29,23.29
2009-03-24,23.41,23.41,23.41,23.41
2009-03-25,23.47,23.47,23.47,23.47
2009-03-26,23.58,23.58,23.58,23.58
2009-03-30,23.21,23.21,23.21,23.21
2009-03-31,23.27,23.27,23.27,23.27
2009-04-01,23.25,23.25,23.25,23.25
